review,rating,date,bank,source
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,DashnBank,Google Play
It is not work for my device,5,2024-08-27,DashnBank,Google Play
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,DashnBank,Google Play
The worst app ever,1,2024-08-26,DashnBank,Google Play
Betanya Gebre,3,2024-08-23,DashnBank,Google Play
I dont recommand it to any one,1,2024-08-23,DashnBank,Google Play
Excellent app,5,2024-08-21,DashnBank,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,DashnBank,Google Play
ትርሃስ,5,2024-08-19,DashnBank,Google Play
Gio,4,2024-08-19,DashnBank,Google Play
App isn't working,1,2024-08-18,DashnBank,Google Play
so far good but always it lugs,3,2024-08-17,DashnBank,Google Play
Don't trust this bank and its service.,1,2024-08-16,DashnBank,Google Play
"I can not open and use the application,please help me!",5,2024-08-15,DashnBank,Google Play
Horrible,1,2024-08-14,DashnBank,Google Play
Mostly not working 😑,1,2024-08-14,DashnBank,Google Play
Awesome 👌,5,2024-08-12,DashnBank,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,DashnBank,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12,DashnBank,Google Play
Wedi Tekle .,5,2024-08-11,DashnBank,Google Play
Bad app📱👎👎👎,1,2024-08-11,DashnBank,Google Play
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,DashnBank,Google Play
Nice appp,5,2024-08-11,DashnBank,Google Play
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,DashnBank,Google Play
Gooood app my dear,5,2024-08-10,DashnBank,Google Play
Harun tamam galanaa,3,2024-08-09,DashnBank,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,DashnBank,Google Play
Gamebela,1,2024-08-08,DashnBank,Google Play
so poor app to use can't start up when open the app,1,2024-08-08,DashnBank,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,DashnBank,Google Play
Good job,5,2024-08-07,DashnBank,Google Play
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,DashnBank,Google Play
Bad app .,1,2024-08-06,DashnBank,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,DashnBank,Google Play
Review,5,2024-08-06,DashnBank,Google Play
Goood,4,2024-08-06,DashnBank,Google Play
👎👎👎👎👎👎👎👎👎,1,2024-08-06,DashnBank,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,DashnBank,Google Play
The previous version is better it doesn't work,1,2024-08-04,DashnBank,Google Play
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,DashnBank,Google Play
ok,5,2024-08-03,DashnBank,Google Play
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,DashnBank,Google Play
It's a useless app,1,2024-08-02,DashnBank,Google Play
